id,title,slug,cover,summary,mediaHash,live,userId,userName,displayName,avatar,createdAt,appreciationsReceivedTotal,responseCount,subscribed,state,dataHash,sticky
QXJ0aWNsZTo2NTc5,EA重新定義戰利箱為驚喜機制,ea重新定義戰利箱為驚喜機制,NA,在各個國家和組織都在討論戰利箱(Loot box)與賭博行為兩者之間的關係，以及這樣的隨機包裹獎勵的遊戲機制如何影響青少年的遊戲行為，遊戲大廠EA的回應則則是將焦點轉移至其他層面，重新定義戰利箱的遊戲機制，稱之為驚喜(Surprise)機制，且拒絕接受該遊戲機制可能導致賭博行為的觀察與證據。,zdpuB1u14Lwvu9tKSBBZbUwBpApUaBrGskPLkC79YFqdGdvvG,FALSE,VXNlcjo5Nzk,portraits1129,Wuu,NA,2019-06-22T14:01:58Z,NA,0,NA,active,Qmc1iyaCmTbajUDkL8v3qE3sXoJYBdCC1swcKWtmUDX2eo,NA
QXJ0aWNsZTo2NTc4,團結在林鄭四周,團結在林鄭四周,NA,圖片來源：香港電台臉書618的林鄭記招，眼鏡碎片遍地。明明大公報都已放風林鄭「今日將會宣布正式撤回和誠摯道歉……顯示為政者應有的道德勇氣和責任」（後來社評網絡版被消失），葉國謙湯家驊滅火隊又「肢體語言」呀「外冷內熱」呀，...,zdpuAp9yfENGSf8capHnPuSkEMrRJd12L3XYNTHzpYDjuZsWR,FALSE,VXNlcjo3Mjgx,anitayeung2009,yeung,NA,2019-06-22T12:07:43Z,NA,0,NA,active,QmW2CqSiTp6vBSCDJ6982CZP6hJ9mCDGFNu9GJ1vvu4n5U,NA
QXJ0aWNsZTo2NTc3,《Julie》—— 赤裸的欺騙,julie-赤裸的欺騙,NA,史特林堡（August Strindberg）十九世紀的經典文本《茱莉小姐》（Miss Julie)，談及上流下層、男與女之間的權力關係，但對現代觀眾來說，似乎還是有點過時。過時的並非因為文本已是兩個世紀前的故事，而是...,zdpuAr4PDdkh398bxrnpYzNcjmEYivgDn5RSupsE2moHm5tM9,FALSE,VXNlcjo1MzQw,felixism,felixism,NA,2019-06-22T10:40:39Z,NA,0,NA,active,Qmde2UmJVmGxg7YthxrcTU8DJWKyFXaNPXKfrh8CyCG8qa,NA
QXJ0aWNsZTo2NTc2,資源貼 | 隱私安全保護指南,資源貼-隱私安全保護指南,NA,關於香港反送中運動，Matters站上出現了不少科技向的內容，主要集中在如何保護隱私安全和好用的反送中資訊工具兩個角度上。謝謝創作者的分享。為方便大家閱讀和收藏，Matters團隊把這些資源貼整理如下。更多創作者可以使用關聯按鈕繼續拓展這個集合。,zdpuAn9UxQ7ZwMZppyjd48qcTMMG6yDpJuojNAPuTPDFUfu6Z,FALSE,VXNlcjo4MQ,hi176,Matty,NA,2019-06-22T10:10:02Z,NA,0,NA,active,QmUYwfVbLamxoGTWHQFLTbxXjkc6piLt59PVENivz61XYG,NA
QXJ0aWNsZTo2NTc1,流动中的“香港人”身份认同,流动中的-香港人-身份认同,NA,作者按：这两天大陆互联网上流传着一篇题为《香港这座城市还有救吗？》的文章，在完全不提及最重要的影响因素——中央的前提下，讨论港英政府的腐败、回归后香港政府的无能等问题，以及居高临下地指出香港学生的幼稚、固步自封，“不足以在一个大市场中与大陆青年竞争”，“普通民众很容易被蛊惑，上一...,zdpuAo6ef5A4pTiivN3LBtZEPhDqQKrKS6QNYmVsq6f3aZYAn,FALSE,VXNlcjoxMTA,laifu,來福,NA,2019-06-22T06:24:33Z,NA,5,NA,active,QmePoRtToaseJNQSnNeejCmdgoJP46oz1vxZpuj11knJu3,NA
QXJ0aWNsZTo2NTc0,《香港第一課》結語：論系統性敗壞,香港第一課-結語-論系統性敗壞,NA,回到二零一四年，佔領運動爆發前一週，各大學剛開始罷課，有從中國大陸來港的學生說想去政府總部「罷課不罷學」的現場聽演說，但又擔心安全。我想他們在大陸長大，相信都沒參與過群眾運動，在新聞聯播上看到的都是剪裁過的外國騷亂場面，維穩話語下成長難免會對參與有戒心。,zdpuAvENL5v3vqnSb2DTrBaoJNtjY11BEYmim8bS8A21tpj6S,FALSE,VXNlcjo0OA,leungkaichihk,梁啟智,NA,2019-06-22T05:06:10Z,NA,3,NA,active,QmVsVoFMdRBV2RxhFVKQN8UgSVULU3mV83TusLunJ9Kbcu,NA
QXJ0aWNsZTo2NTcz,習近平出訪平壤 G20前夕時機敏感,習近平出訪平壤-g20前夕時機敏感,NA,應金正恩邀請，中國領導人習近平於昨日(6/20)抵達平壤，展開為期兩天的國是訪問。儘管雙方領導人有過多次會面，但這次習近平親赴北韓，距離上次中國最高領導人訪問已經時隔14年，也是習近平上任最高領導人位子後的第一次。,zdpuArNJ6GePHpuhUWNmQpX2oLZvWp3NiUpTroNaK4wE2zr75,FALSE,VXNlcjo2ODY,196fu0u6,林家葦,NA,2019-06-22T05:01:06Z,NA,0,NA,active,QmThXzmWN4YBGMyG6CPx5M4e1HjMeiJC9y5J8gfcfGCkRX,NA
QXJ0aWNsZTo2NTcy,你想要的 Matters 文章 ipfs 地址,你想要的-matters-文章-ipfs-地址,NA,http://206.189.252.32:3838/matters-metadata/ （加载可能有点慢） 无意间得到 matters 的许多信息，包括文章的永久 ipfs 链接地址。,zdpuAqs3o9voVTYnXASUj2QLKa9wyi2iBATCvB3j18B3eYm4s,FALSE,VXNlcjo3MDMx,terminus2049,2049bbs,NA,2019-06-22T04:49:29Z,NA,3,NA,active,QmUBRj6e27QgNPLS5jKxmePxcGjzLECSgSazGzFMdD1QWD,NA
QXJ0aWNsZTo2NTcx,逃跑之旅,逃跑之旅,NA,如果提起我和林奕含的共通点，听我说过事件的人会回答，“性侵”。而我自己觉得共鸣率最高的词是她长篇小说标题里的两个字，“乐园”。由于创伤对我脑海的影响，我近乎记不得大部分童年的事情。有关创伤的，无关创伤的，重要的，鸡毛蒜皮的，母亲对我说的，父亲带我走过的……通通在一个巨大的，能吸走所有事物的黑洞里搅拌着，看不清，望不见。,zdpuAmxtc5xrFfU8MbJDbKbBb6x7GZyXga3RVZnvbtw5BDHXS,FALSE,VXNlcjo1MzEy,lanszzz123581321,lans,NA,2019-06-22T02:05:54Z,NA,0,NA,active,QmYiZu1v3bcojvCQuqSFpQR8s3oBEn5qUfVgyPUKAFi8zd,NA
QXJ0aWNsZTo2NTcw,作為負債的控制,作為負債的控制,NA,作為負債的控制導讀：在過去十年中，基於互聯網的服務和應用程式的監管和法律的環境發生了相當大的變化。Vitalik 在最近的文章中回顧了這些趨勢，並總結為，對用戶數據、數位資產和活動的控制正迅速從資產轉變成負債。原文：https://vitalik.ca/general/2019/...,zdpuB1QVyBEFRKsSxLMjt5ByLu9C1FkmDUjahQ5TRtBZaRaRw,FALSE,VXNlcjo2NDg0,lychees67,MinakoKojima,NA,2019-06-21T23:52:14Z,NA,0,NA,active,QmauCZ8d9fzX2NRE8wex15Q4ohtas8EREKzgshnN6zwQV9,NA
QXJ0aWNsZTo2NTY5,我的六四記憶,我的六四記憶,NA,六四事件的時候我只有五歲，住在北方某省的省會。我對六四唯一的直接記憶是電視裏被燒焦的軍人屍體的畫面。在大陸，小孩子從小就會接觸到很多暴力鏡頭，包括在各種“愛國主義教育”中接觸到的諸如董存瑞炸碉堡，黃繼光堵槍眼這樣的戰爭故事。也許正因為此，我並沒有太多心理上的不適。,zdpuAuoVwvvwj4E9pCSL4KBiGJMDfZkgSx81eJcqPHEEizTzM,FALSE,VXNlcjo2ODk5,freshman,Freshman,NA,2019-06-21T19:12:16Z,NA,0,NA,active,QmPW7zzxhAFm9SKECMaQmTugHzoQiH3myPVzH7KWKsyfS3,NA
QXJ0aWNsZTo2NTY4,留守無用？一名「和理非」的回答,留守無用-一名-和理非-的回答,NA,「反送中」情況沒有因為林鄭月娥在電視機面前，口頭說「真誠道歉」及「即時停止」引渡條例修例工作，便處理民間對撤回引渡條例的要求。警務處處長盧偉聰更改說法，指「沒說整個事件是暴動」，也不足以平息市民對警方在6月12日以武力對待示威者的憤怒，即使無條件釋放涉嫌6月12日「遊蕩」的市民，...,zdpuB1Qjnrz5iBcrq2PwosZSkzo2sSuT7bD6uFAkjXdeD7A3D,FALSE,VXNlcjo2MDA1,jackeylihokwan,JackeyLi,NA,2019-06-21T17:44:10Z,NA,0,NA,active,QmaeVLuGVHPXpJvztxvknM1RnKtxykrnSrrptbPfhnxhNW,NA
QXJ0aWNsZTo2NTY3,小说‖鱼,小说-鱼,NA,“你在干什么？” “今天想吃的是乌冬面，最好再加一些胡椒粉。” 我记得那是一个晴朗的午后，若坐在一教学楼302教室靠窗的位置上，低着头看《罪与罚》。我把今早买的一束郁金香放在她的书旁，和她没有边际地说话。此时的阳光有着干燥温暖的青草一般的香气，还不算傍晚的四点五十分，我漫不经心地...,zdpuAwvXbw3e5y4DtGaeJyoGR6YhNQzXtAkZaaQmw6rVSfJ45,FALSE,VXNlcjo2MTU2,905747399,栖何,NA,2019-06-21T17:05:06Z,NA,0,NA,active,QmVtNCV2AWpphB7BZvE6U3R7qVn3ookNyTxtto5t3Ct4Aw,NA
QXJ0aWNsZTo2NTY2,[搖滾啤酒虎蘭記之十五] Metallica 的進入黑暗 Enter Night 啤酒,搖滾啤酒虎蘭記之十五-metallica-的進入黑暗-enter-night-啤酒,NA,Metallica 啤酒！我故意拍左右瓶身酒標，然後組合起來，就是這樣，有沒有很像 XD Metallica 的啤酒是他們和美國知名精釀啤酒廠 Stone Brewing 的子公司 Arrogant Consortia ...,zdpuApykFPCvXaWK8g4Ao6CVZBm5coTAtEQ7Wnc835eEyLxM1,FALSE,VXNlcjoxNjA3,dbai20,David Pai,NA,2019-06-21T12:43:13Z,NA,0,NA,active,QmTAzfcfWqVMCJnsnKjNuNVizNKSNKFAX18uYmDCpPT4JR,NA
QXJ0aWNsZTo2NTY1,02想成为怎样的人 | 现实系小说《洋葱人》连载,02想成为怎样的人-现实系小说-洋葱人-连载,NA,「你们呐——究竟想成为怎样的人呢？」这是一部长度约十万字的中长篇小说，反映了二十一世纪一零年代到二零年代中国年轻精英群体的真实面貌的冰山一角：真实、执着、孤独、承受。没有故意为之的爱情，没有喜闻乐见的套路，没有敬而远之的...,zdpuB1Qu41sA1jtuS5e6R6bcpc5YzgkNML1z8YAPRqNnKvhPj,FALSE,VXNlcjoyNjM0,hymnsin,Hymnsin,NA,2019-06-21T12:30:05Z,NA,4,NA,active,QmZHL4Cr6mk9qPiNdegq1NLdvJ6ug9GxCD2R3vmtvy1Tev,NA
QXJ0aWNsZTo2NTY0,〈IPFS 不是不能修改〉關於讓 Matters 「可修改」的構想,ipfs-不是不能修改-關於讓-matters-可修改-的構想,NA,來自： https://www.mojix.com/wp-content/uploads/2017/08/blockchain08.jpg內容的永久性是 Matters 與其他內容平台最大的不同，但也因此帶來「有時粗心的小錯卻永遠無法挽回」的遺憾。,zdpuAwYPpRiVbXM4xouJCxNPQoYX22HstLd8JuMUish4HKzLU,FALSE,VXNlcjo3Mjg,wancat,林宏信,NA,2019-06-21T12:24:56Z,NA,1,NA,active,Qmbry3E4gK6d6PJcmawt3sU6yRA4PRj9JNXfFN6hmZerc2,NA
QXJ0aWNsZTo2NTYz,汉人的恐维症,汉人的恐维症,NA,（繁體文本在分割線後） 看到了SCMP上面湖玛父母的报道，也看了BBC对再教育营的采访，对于新疆的这些所谓的再教育营，我本人感到荒谬而愤怒，虽然我也不知道我能做什么。然而大多数的汉人，就算他们知道再教育营里发生了什么，可能他们仍然会支持北京政府。,zdpuAyctgK6C8ZrKSq3xbyjNYMa6e5SN5JH4cNapfdunHC1Wy,FALSE,VXNlcjo2ODMz,swatowpengle,PL,NA,2019-06-21T11:45:12Z,NA,8,NA,active,QmYyvYzUVo76jKWRQfdqqbxWJV89EY7yftTcXFroWtSgok,NA
QXJ0aWNsZTo2NTYy,谁的前门，谁的长岛,谁的前门-谁的长岛,NA,本文首发于航通社，原创文章未经授权禁止转载。航通社微信：lifeissohappy 微博：@航通社 全文约 4200 字书航 6 月 21 日发于北京 （图片由航通社拍摄） 如果不考虑高温酷暑的话，夏天的北京正处于一年中天气最好的时候，因为没有雾霾。,zdpuAqn5pb2RGor3kfgZFgjw1dMvU9hpvA3YuHn8Y2kjjFkh9,FALSE,VXNlcjoxNzcx,lishuhang,lishuhang,NA,2019-06-21T11:36:09Z,NA,0,NA,active,Qmbf4RsKM773PNqmAJpYKwtYZQv6iiXFZfpZkDTzBa8yut,NA
QXJ0aWNsZTo2NTYx,一份简单的威士忌入门指南,一份简单的威士忌入门指南,NA,没有什么像威士忌这般，知者甚少却被捆绑太多。八十年代甚至更早，威士忌被归入洋酒，沦为批判资本主义用的靶子。九十年代，香港电影用它传达黑帮的奢华与嚣张。而今，新媒体兴起，一厢情愿地将威士忌与消费主义挂钩，硬给打上中产生活的标签。至此就不难理解国产都市题材的剧作和广告会出现这样一幕：...,zdpuAwA1bG2fUM8p21StRY1oNxZ61ZS3Ao6LYRPSXVex1yJFD,FALSE,VXNlcjo0NTI,imwuquan123,Philip Wu,NA,2019-06-21T10:11:18Z,NA,0,NA,active,Qme1Zt8YmsXMkNhegHiY6jvFXRZkhiywC2mvx2Uc7sAmGc,NA
QXJ0aWNsZTo2NTYw,Sky 光·遇：优秀但充满遗憾的《风之旅人》「精神续作」 · Now Playing #10,sky-光-遇-优秀但充满遗憾的-风之旅人-精神续作-now-playing-10,NA,如果你知道在 PS4 上红极一时的《风之旅人》（Journey），想必一定知道陈星汉和 thatgamecompany 工作室的大名。目前为止，陈星汉与他的 thatgamecompany 开发的游戏，都被大众打上「禅意」和「意识流」的标签。,zdpuAkUa5EHC1KNv3JgjKxa8KrfKJXXgeFMWNWeki4nuK3rFJ,FALSE,VXNlcjoyOTg5,Astrian,Astrian,NA,2019-06-21T08:25:34Z,NA,0,NA,active,QmRhq9JDiruutrCw9vQPsqbqXWZiMjJQtyVCwGb7m2zG1t,NA
QXJ0aWNsZTo2NTU2,水方人子 | 風的評測,水方人子-風的評測,NA,最近好想試圖以類故事散文的形式來闡述自己的一些想法，然而這對於我來説好難誒，我太不習慣繞彎子講東西了。好那我試了：  1.23.5°N以南  童年時期它住在一個海島上，那個海島上有一個紅椰子。它喜歡在黃色的沙灘上抱著那個紅椰子玩，把椰子敲爛，喝掉其中的汁水吃掉裏邊乳白的果肉，剩下...,zdpuAwT6Qzosox1C9o48FHL5DkyHEbpQzc5XYcMf6QJ7WVDXa,FALSE,VXNlcjo1MDE4,tenlossiby,Tenlossiby,NA,2019-06-21T07:58:10Z,NA,0,NA,active,QmPu7JcDRWkvAP3dxuZE3VefT3hFtzWGHkXkAKcBagDUar,NA
QXJ0aWNsZTo2NTU1,#一个讨论#柜子内外的沟通,一个讨论-柜子内外的沟通,NA,跟之前一样，繁体文本在分割线以后。最近在Matters的讨论中，看到一个评论用了“政治入柜”这个词，觉得非常恰当地描述了自己的感受。柜子内外是两个平行世界，应对柜子外世界的无力感，对我来说管用的办法是找到柜子里的朋友。平行世界出现交集或者重合的一刻，往往是柜子里的朋友能够线下见面，一起经历日常生活的时候。,zdpuAppZ3sejXsUf264Wz5kTCWpofdPCZzejV3eiXCBBwQ2SS,FALSE,VXNlcjo0NzY2,zhaoyuan0322,Ooer,NA,2019-06-21T07:54:50Z,NA,5,NA,active,QmXwNexJE2jTcjRuogMY8mDRhbttAGUNcf5VB8DQg7Yscg,NA
QXJ0aWNsZTo2NTU0,WHatsup,w-hatsup,NA,this is my first article in matters. lets do it.,zdpuAxVM13WT28xQHZg9Nbf7x91QEG6ee5pRFgVeTg7ZPyqi9,FALSE,VXNlcjo3MjM4,chun1auyeung,johnny,NA,2019-06-21T06:59:55Z,NA,0,NA,active,QmZKJcT56pjGEPxH7WztsL6aFcFDsVED4jPggbkgcnC25L,NA
QXJ0aWNsZTo2NTUz,如何完成一笔 Libra 交易？,如何完成一笔-libra-交易,NA,6 月 18 日，Facebook 宣布，计划于 2020 年发布名为 Libra 的数字货币。目前，Facebook 已经与包括 Visa、MasterCard、Uber、Paypal、eBay 等 27 家公司联合建...,zdpuAxp9PQ29KZ5pb3NyiukED5kaSxut996oWoroG4W7dNgLV,FALSE,VXNlcjozNDYx,yaoleifly,橱柜扫地僧,NA,2019-06-21T06:19:15Z,NA,1,NA,active,QmbwPjqjmgerdtRMnBn95vnN11JzB65y5fuDzTKKu42Jr6,NA
QXJ0aWNsZTo2NTUy,冷戰下台灣在澳門的救濟團體 — — 澳門難胞總會,冷戰下台灣在澳門的救濟團體-澳門難胞總會,NA,國共內戰結束後，大批難民從中國大陸湧至周邊地區。遷至台灣的蔣介石於是呼籲人民和外國政府與團體救濟難民，以助他們改善生活。不久，前社會部部長谷正綱作為召集人，開始準備籌組救濟團體事宜。一九五零年四月四日，眾多人士在臺灣省參議會禮堂舉行「中國大陸災胞救濟總會」（下稱救總）成立大會，並...,zdpuB1khU7chNzkFSf5nhppbeh1hd3cmPKrqmM18R5PkvpNo5,FALSE,VXNlcjo3MDI5,horsehavehistory,馬有史,NA,2019-06-21T05:15:07Z,NA,1,NA,active,Qmakn17Eg9z6MDzoecZTHhTTkUPwa2PCb2KX6wwLzXkh65,NA
QXJ0aWNsZTo2NTUx,文青总统哈维尔 ——荐书：《无权力者的权力》,文青总统哈维尔-荐书-无权力者的权力,NA,文 颜色无色 这是一本熟悉而陌生的书，讲的更像是我们自己的社会，有着我们自己的知识人的灵魂。那篇著名的，给无数人带来希望却也给不少人带来灾祸的《零八宪章》就脱胎自哈维尔的《七七宪章》。对捷克一直深有好感。那里有我爱的作家卡夫卡、米兰·昆德拉，还有哈谢克（《好兵帅克》作者）、赫拉巴...,zdpuArJ7KxbwhsbjvoE9GfUbULVbgr3tz4LVbAp83x8C2wnNK,FALSE,VXNlcjozODU5,gujinpintan,颜色,NA,2019-06-21T04:54:47Z,NA,0,NA,active,Qmd47Jwjw1y98dLqRhGhHiqerzMoa9SHwYJ9xATH2KtBbV,NA
QXJ0aWNsZTo2NTUw,Day 8：《筆示驅魔傳》簡介,day-8-筆示驅魔傳-簡介,NA,前身是自己的一個夢境，從當中的細節化成合寫故事的背景，也是我在網上第四次跟其他作者合寫(包括沒有公開的作品)，原意是我設定了兩個人物，由參加的作者用這兩個人物走到各人的世界觀經歷的單元故事。,zdpuArBs3hLbFUM3BsbKvnFBLbMLkqPeMuRfj14UsUXkcdkBg,FALSE,VXNlcjo1MDk0,andy729hui,多媒體廢作人,NA,2019-06-21T04:01:53Z,NA,0,NA,active,Qmdu5SwhPpgNztJzeBp3YjDcQLBSHFCJ7L9LRwcf9ZbnbN,NA
QXJ0aWNsZTo2NTQ5,私藏 collection 推薦：謝謝你，用文字讓我參與你的人生,私藏-collection-推薦-謝謝你-用文字讓我參與你的人生,NA,兩個月前， ﻿@AndyZhao﻿用 Matters 歷史文章的引申數據做出一個美麗的可視化星空圖；前兩天看到 ﻿@二柒﻿ 介紹了2019年上半年的推薦書單，又讓我想起《说说今年让你最难忘的一本书或一位作者》這串 col...,zdpuApd7X5PqLVrnVxHfKqVpHR9H61wFvmjRbp7j6ed3P2TK3,FALSE,VXNlcjoxMQ,yingshinlee,映昕,NA,2019-06-21T03:43:17Z,NA,1,NA,active,QmdPcJnyXY8Z9cSMUvtUB3YiVADazvmMGdjgXxPPHo3WHk,NA
QXJ0aWNsZTo2NTQ3,小蛇,小蛇,NA,我對小蛇的第一印象來自一場飯局． 那時候我剛到縣城，還在適應每天打很多次水才能解決擦澡洗衣服這些瑣事的生活，身邊的人際關係都還只停留在客套的寒暄．有一天學校裡來了一隊家鄉的訪客．我們組織了十幾個學生來和這些訪客互動．會面結束之後，有幾個成績比較好的學生跟著我們一大隊人去縣城裡晚餐...,zdpuAmccpk8jwGYwqxE1Gw5VsB6hupf2NQL6PCbrQaFig95gP,FALSE,VXNlcjo2MDEz,totoc78,阿凸,NA,2019-06-21T03:26:03Z,NA,1,NA,active,QmWT5vP297XLKMQYx5KpmmpNqXf8RSfG7ZqBwNDoKSrKvP,NA
QXJ0aWNsZTo2NTQ2,虛無大師穆蒂斯的五個短篇,虛無大師穆蒂斯的五個短篇,NA,加西亞·馬爾克斯說阿尔瓦罗·穆蒂斯(Álvaro Mutis)是拉丁美洲第二傑出的作家，而Jim Christy說馬爾克斯應當是老二，而穆蒂斯才是當之無愧的第一。穆蒂斯以極為嫻熟的敘事構造和技巧，優美而詩性的語言，沉思者...,zdpuAvkNZsN77sPXhUP6UotKbEEVGKthdGDq3a9YEiFJ4offR,FALSE,VXNlcjo1MTc4,yannias,Jana,NA,2019-06-21T03:25:52Z,NA,0,NA,active,QmesjRrcGvHidwpJ1cArfv53A8exYUYX7Xn7DDBG1qC3qn,NA
QXJ0aWNsZTo2NTQ1,《香港第一課》36. 一國兩制還有將來嗎？,香港第一課-36-一國兩制還有將來嗎,NA,在回答一國兩制有沒有將來之前，得先回答另一個問題：一國兩制有沒有期限？坊間常有誤會，以為一國兩制到了特區成立第五十年，即是二零四七年的時候便會自動撤銷。從法律條文來看，這並非事實。從政治現實來看，也不見得二零四七年是必然的分界線。這個誤解通常源於兩處。,zdpuAtqEtggdrwzHJuvQDpFK13eKNSC1WgckWz7sXttAu3djU,FALSE,VXNlcjo0OA,leungkaichihk,梁啟智,NA,2019-06-21T02:42:28Z,NA,4,NA,active,QmNfd1FbSMsdiRVX4sJZ4Y89vSsvKXoSs4R1eDMEh25jtV,NA
QXJ0aWNsZTo2NTQ0,處處是戰場，好好走下去,處處是戰場-好好走下去,NA,沒有撤回 — — 在數以百萬人花了數個月時間、運用了各種各樣的方式去頑強抗爭、流下了無數血和淚、失去了一條寶貴人命的情況下，當權者依然沒有撤回。死不撤回，我們也必須面對現實：我們沒有贏，更沒有甚麼5:0。關於撤回。以一宗慘劇作為借口，硬推一個無逼切性的法案，而且無視所有可行的解決...,zdpuArvxBTufGiQYWJ2YXa5f7syyHUkiaDWZGNqQF3DhHYggr,FALSE,VXNlcjoxNjE0,siokai719,Sio Ka I,NA,2019-06-21T01:42:50Z,NA,1,NA,active,Qmc6XwrTm31aQ2xRyCAWr6C4E6ZuuzuPM2WSYHdVSyj62Q,NA
QXJ0aWNsZTo2NTQy,聚焦不失焦【大師鏈觀點】,聚焦不失焦-大師鏈觀點,NA,習近平確定出席G20峰會，並將和美國總統川普會面，雙方也積極推動在兩人會談之前，重啟貿易談判，和平進展振奮全球金融市場。習近平出席G20之前，特別訪問北韓，行前還在北韓《勞動新聞》發表署名文章，強調將促進朝鮮半島的和平對話，此舉對兩岸關係發展應有所啟發。,zdpuAxVfrsQjNPNqVBgLLdMDWbje7iN83mcHQE4VkS41pyRvm,FALSE,VXNlcjo2MTY0,c3331020,陳世昌,NA,2019-06-21T01:21:04Z,NA,0,NA,active,QmPnGEWFSEjMfyHg2p1cbXTUcmuH83X5twvkDLrnugShJx,NA
QXJ0aWNsZTo2NTQx,未命名,未命名,NA,1.某一位KOL推薦 2.讀者 3.搬運內容,zdpuAwtNbCXWCVDHYeHbrPvdTHMNwk8TKjpDCqteaUfCdfFHj,FALSE,VXNlcjo2OTky,3567193064,阿升与阿达,NA,2019-06-21T01:03:59Z,NA,0,NA,active,QmXkVm1q6FB37gFKFrMB1XqyBpYNXGmJ6mB6puBNvL2qtP,NA
QXJ0aWNsZTo2NTQw,「双生」,双生,NA,雨水，从飞驰着的列车的窗户上滑过，时而是一条条类似心脏电图般抖动的曲线，时而是长得如蝌蚪模样的小雨滴，而更多时候则是成片成片的水流，水势大得让人以为窗户上淌过一条河。我目不转睛地看着它，不敢闭眼，但总是忍不住眨眼，因为眼泪流出来了。说不清流泪的原因。,zdpuB2xrcoF59JY5B4yFEX9JHhXuU9Cyi2U811jrA8hs7w4Zs,FALSE,VXNlcjo0MzAx,yuki1113,Yuki,NA,2019-06-21T00:43:30Z,NA,0,NA,active,QmZ5bJBftUaqbEk3fb43RhYx8KnkwjUfCWeTN4Egwrk5GM,NA
QXJ0aWNsZTo2NTM5,现代巨大图腾清道夫,现代巨大图腾清道夫,NA,一如往常，有时天马行空乱想，有时则是依据我所观察或我生活经验，将之画为浓缩于一个角色，而这个角色是第一个我所创造的怪物。这女孩的原型是Slender man 与 Böhmen 的结合。,zdpuB1GKwRBJRhvx7hY5nUkEVq78fA7VB4pUgDzrByzyeQo8k,FALSE,VXNlcjo3MjIz,edwardwtf,趙辰懷,NA,2019-06-21T00:38:48Z,NA,1,NA,active,QmRQLr8UtUBm7BQ8xPwwffV4dT5XBabRMpbKN8EaQxS2g5,NA
QXJ0aWNsZTo2NTM4,繼續進擊港虎的管治危機,繼續進擊港虎的管治危機,NA,2019年6月18日晚上，好打得向公務員發出一封電郵，就著近日《逃犯條例》修訂引發的爭議，表示自己判斷不足以及處理修例不力。爭取公務員支持的一首信好打得在信中提及自己已在當日下午會見記者，並且因著修訂《逃犯條例》引起的社會矛盾、紛爭及焦慮親身公開致歉。,zdpuAxpbCDQZw34RfZNJCDsbUqteFCgQHpbTxSFMFzbNsbN8h,FALSE,VXNlcjo2OTA,hthsolstice,何德漢,NA,2019-06-20T22:17:13Z,NA,0,NA,active,QmWMZ79FaR2e8Y4fRSgjTLKqMdiVXmNiBExwjKN4F1KzGY,NA
QXJ0aWNsZTo2NTM3,八年陳,八年陳,NA,拜山時就羨慕有信仰的人。自己一個供過鮮花，站在龕前，已無甚麼可做。畢竟專程來到，要是這樣就完事，會徬惶又不甘心。有信仰的人，該可以祈一會禱，唸一會經，好像真做了些事。結果，我還是心裏幻想着她在眼前，跟她簡短匯報這年過得如...,zdpuB1AfQEZp27BhaDJDJ2Qmc1NZVibNAmbsu4yVEAKPp4vob,FALSE,VXNlcjo1MjU4,yipkaichuns,葉啟俊,NA,2019-06-20T17:54:41Z,NA,0,NA,active,QmdsV5TABbkLcBby8iLmYQSE5V81Mnd84yfkMWmyEDcJTu,NA
QXJ0aWNsZTo2NTM2,「田园女权」恰恰是父权社会的恐惧,田园女权-恰恰是父权社会的恐惧,NA,终于，没有一个人还可以再忽略女权了。当然，就如同任何对社会基本结构的挑战一样，女权是以一种可憎的面目登上公共议程的舞台的。这从「女权」这个词的使用便能看出一二。扣「女权帽子」，有人竟如此说道，仿佛给歧视女性的行为扣上了女权帽子，将其定性为女权行为，就达到了批判性别歧视的目的一样—...,zdpuArw7ytzZ222N2srDdzF6oMBDbGtp1TF5FxSLXrv3QQcvP,FALSE,VXNlcjoxMTYw,ding,Ding,NA,2019-06-20T17:14:40Z,NA,1,NA,active,QmTQPaXdsUhjcjKje1banCW7vLF8mNZFMzShDNXacZanRD,NA
QXJ0aWNsZTo2NTM1,以自由的名义年轻,以自由的名义年轻,NA,不再年轻的标志 通常是 开始失去自由 失去无惧未来的自由 失去爱一个人的自由 失去憧憬良好生活的自由 以及，发现所处的国度不自由,zdpuArXVK3JGjaHpS3MDtT3wXB8aEbJa1LW6CMH2wUMb49Rc5,FALSE,VXNlcjo4NDc,papermanleung12,PapermanLeung,NA,2019-06-20T17:11:46Z,NA,0,NA,active,QmYF3YraqDNKRS7zz1CuYm5J1iT9RgWExrgD1hyd7zng5N,NA
QXJ0aWNsZTo2NTM0,或许，Telegram 是最不坏的选择,或许-telegram-是最不坏的选择,NA,Telegram 使用过程当中最不利于匿名的一点，在于其要求登录时使用验证码（而非仅凭密码即可登录），这就要求至少有一台设备长期保持登录状态，或使用手机号进行短信验证。如采取至少有一台设备长期保持登录状态的方法，那么势必会被记录硬件信息（例如，不能在虚拟机当中仅使用浏览器登录网页...,zdpuAqSCzLTLgisSHVv6QtyFAysE8j1rCrMj1HEc8hWTUiyAd,FALSE,VXNlcjo2NzUz,Luterngun,Luterngun,NA,2019-06-20T16:08:35Z,NA,0,NA,active,QmeTnyf9zaTJdXjLk2jGgSanEa6ThqD5tG2nrtchfQtgA6,NA
